time_step,control_input_1,control_input_2,gripper_state_1,gripper_state_2
6.43,0.5757321858295361,,[0.43078459],
6.44,168.29514408059003,,[0.43147826],
6.45,230.530804695521,,[0.4331745],
6.46,23.0553147601215,,[0.43583459],
6.47,89.06908367816766,,[0.4375715],
6.48,251.0896968846992,,[0.43838643],
6.49,43.61367956919901,,[0.44016505],
6.5,73.56772661828555,,[0.44097453],
6.51,254.98849451888404,,[0.44091283],
6.5200000000000005,68.27600156680951,,[0.44184084],
