time_step,control_input_1,control_input_2,gripper_state_1,gripper_state_2
1.27,72.52512486776344,,[0.388053],
1.28,39.97306608741299,,[0.38547011],
1.29,251.42451037087346,,[0.38268618],
1.3,95.62670923706368,,[0.38093393],
1.31,33.61272628099151,,[0.37966599],
1.32,253.81533079769844,,[0.37746713],
1.33,63.85561560838152,,[0.37540265],
1.34,75.29865913239345,,[0.37239913],
1.35,254.99996394815207,,[0.36907814],
1.36,71.48856352213718,,[0.36583743],
1.37,49.58741434464466,,[0.36224059],
1.3800000000000001,254.97420159728574,,[0.35779724],
1.3900000000000001,64.48073157795487,,[0.35340771],
1.4000000000000001,60.02764834324718,,[0.34902844],
1.41,254.80299204211337,,[0.34434193],
1.42,74.83555222763594,,[0.33947831],
1.43,59.05817388963307,,[0.33451845],
1.44,254.96214584476542,,[0.32951071],
1.45,81.13155114851718,,[0.32439613],
1.46,44.102943525716,,[0.31914115],
1.47,248.20337314501194,,[0.31372503],
1.48,120.30032009132837,,[0.30812694],
1.49,13.365854050166222,,[0.30233653],
1.5,236.09345111609937,,[0.29615948],
1.51,131.24608905507017,,[0.28977439],
1.52,27.995638962842182,,[0.28316553],
1.53,244.233158568818,,[0.27632002],
1.54,123.80259482945551,,[0.26922894],
1.55,17.82011699975193,,[0.26188733],
1.56,232.41161050879202,,[0.25429231],
1.57,144.28801534328807,,[0.24644038],
1.58,6.2795327940039,,[0.23832679],
1.59,211.30473476113684,,[0.22994574],
1.6,164.53505630040382,,[0.22129091],
1.61,3.8589772495229906,,[0.21339038],
1.62,219.22420353383902,,[0.20568325],
1.6300000000000001,161.05925950757157,,[0.19794956],
1.6400000000000001,3.965128699465645,,[0.19015697],
1.6500000000000001,215.49717061771864,,[0.18224288],
1.6600000000000001,169.06103567314977,,[0.17413653],
1.67,2.7567872459962732,,[0.16577517],
1.68,203.27543269263504,,[0.15807127],
1.69,181.9692419638879,,[0.15111706],
1.7,2.5572507977387624,,[0.14464047],
1.71,215.12798890864067,,[0.13846853],
1.72,159.34943365031108,,[0.13218615],
1.73,2.025775203212556,,[0.12828496],
1.74,202.02628856738366,,[0.12446494],
1.75,183.71021462009307,,[0.12040917],
1.76,0.2022321804210528,,[0.11613878],
1.77,183.87524827406196,,[0.1116957],
1.78,189.37611335101244,,[0.10702057],
1.79,0.13687198344234625,,[0.10256963],
1.8,178.58109160574944,,[0.09808607],
1.81,192.72885435287995,,[0.09346659],
1.82,0.2786796212196882,,[0.08867897],
1.83,179.97564946731546,,[0.08372232],
1.84,204.3454286137344,,[0.07861302],
1.85,0.21495365897651358,,[0.07337114],
1.86,191.41594400979844,,[0.06800551],
1.87,203.148956622405,,[0.06249873],
1.8800000000000001,5.856843478591538,,[0.05822677],
1.8900000000000001,145.18011762594645,,[0.05371393],
1.9000000000000001,233.66186425968888,,[0.04884853],
1.9100000000000001,24.899877503440354,,[0.04361586],
1.92,105.95231400302113,,[0.03808472],
1.93,248.11374949174558,,[0.03323763],
1.94,35.389159124502,,[0.02867043],
1.95,95.81278921104696,,[0.02438937],
1.96,252.85450649322644,,[0.0204425],
1.97,51.07144338142166,,[0.01683502],
1.98,69.96702507981446,,[0.01479299],
1.99,254.95786606792586,,[0.01429509],
2.0,56.89459986121764,,[0.01526775],
2.0100000000000002,70.2289848724996,,[0.01763886],
2.02,254.86469838057823,,[0.02140757],
2.0300000000000002,66.46111195220786,,[0.02479718],
2.04,70.37288473745483,,[0.02740385],
2.05,252.32687485125481,,[0.02961451],
2.06,250.2679361376461,,[0.03144061],
2.07,247.64596046950146,,[0.03357224],
2.08,244.45209202897146,,[0.03566859],
2.09,240.7048228287899,,[0.03731203],
2.1,236.42726705359667,,[0.03974424],
2.11,231.61863079885833,,[0.04290356],
2.12,226.32643599518278,,[0.04673946],
2.13,220.61805506135076,,[0.05122809],
2.14,214.50613926442887,,[0.05668088],
2.15,207.8890754680106,,[0.06187561],
2.16,200.99984544855315,,[0.06662851],
2.17,193.69373065267496,,[0.07088897],
2.18,186.12440221216332,,[0.07603914],
2.19,178.25977396775548,,[0.08277708],
2.2,170.17621855197305,,[0.09068699],
2.21,161.82863490070412,,[0.10140445],
2.22,153.3353900419989,,[0.11206112],
2.23,144.80267831181658,,[0.12227384],
2.24,136.15817355996862,,[0.13154358],
2.25,127.3806259021709,,[0.1405891],
2.2600000000000002,118.7072975776988,,[0.14930524],
2.27,110.08208682852735,,[0.15745206],
2.2800000000000002,101.47591984548163,,[0.164829],
2.29,93.02460125165948,,[0.17227281],
2.3000000000000003,84.71526994309099,,[0.17913047],
2.31,76.5974679829245,,[0.18865872],
2.32,68.74418871089595,,[0.19871506],
2.33,61.132827785977724,,[0.20898082],
2.34,53.85180802003818,,[0.21952111],
2.35,46.94618141986806,,[0.23006896],
2.36,40.41528802060795,,[0.24077455],
2.37,34.2760734228517,,[0.25107577],
2.38,28.55926086466157,,[0.26087655],
2.39,23.285438270158163,,[0.27008266],
2.4,18.47596442240596,,[0.28129327],
2.41,14.228291455001106,,[0.29328602],
2.42,10.510742271456328,,[0.30544151],
2.43,7.322427662131427,,[0.31681603],
2.44,4.698510340362595,,[0.32617115],
2.45,2.633703101274288,,[0.33218758],
2.46,1.1661170550174154,,[0.33504973],
2.47,0.2841714216024033,,[0.33611068],
2.48,0.00033884194336447626,,[0.33560458],
2.49,0.3258706722582125,,[0.33390121],
2.5,1.2468691322994663,,[0.33096349],
2.5100000000000002,2.752680436027269,,[0.32786366],
2.52,4.845936754871951,,[0.3245132],
2.5300000000000002,7.535714548571911,,[0.32052835],
2.54,10.76338485903964,,[0.31669187],
2.5500000000000003,14.53610595733626,,[0.31233682],
2.56,18.851739018352987,,[0.30807175],
2.57,23.683195965668663,,[0.30399381],
2.58,28.97498173666534,,[0.30015633],
2.59,34.725012833743854,,[0.29686888],
2.6,40.89059500108795,,[0.29321128],
2.61,47.618696825922136,,[0.29184985],
2.62,54.587978343541266,,[0.29052753],
2.63,61.89981122058157,,[0.28881962],
2.64,69.49929360245187,,[0.28928601],
2.65,77.39226405685085,,[0.29038634],
2.66,85.58505358167622,,[0.29148807],
2.67,93.9154970715848,,[0.29218976],
2.68,102.68424583494766,,[0.29209687],
2.69,111.48478289452953,,[0.29377775],
2.7,120.18686013859055,,[0.29541379],
2.71,128.8478519043606,,[0.2993704],
2.72,137.84379884082185,,[0.30283255],
2.73,146.69468205409706,,[0.30552076],
2.74,155.2689657247721,,[0.30904042],
2.75,163.74877679106103,,[0.31234087],
2.7600000000000002,172.03275069765618,,[0.31627947],
2.77,180.19001620684836,,[0.3202541],
2.7800000000000002,187.96223937390383,,[0.3243496],
2.79,195.5245861862837,,[0.32890131],
2.8000000000000003,202.91367957130188,,[0.33381013],
2.81,209.73340772364847,,[0.33917465],
2.82,216.23680365886298,,[0.34511028],
2.83,222.28756782172147,,[0.35156062],
2.84,227.8711126673851,,[0.36181873],
2.85,233.04028497034133,,[0.37080682],
2.86,237.65057582304465,,[0.37814886],
2.87,241.7961131087165,,[0.38441646],
2.88,245.50354209227436,,[0.3903924],
2.89,248.54691696422495,,[0.39623315],
2.9,250.99944149014883,,[0.40263828],
2.91,252.88375070657978,,[0.40898599],
2.92,254.19428747156527,,[0.41516552],
2.93,254.8766162539732,,[0.4211013],
2.94,254.95967755276894,,[0.42627616],
2.95,254.43864524966352,,[0.43154996],
2.96,253.30543569906703,,[0.43882087],
2.97,251.57970125907832,,[0.44563614],
2.98,249.24469568472824,,[0.45175275],
2.99,246.3212707197737,,[0.45734067],
3.0,242.8925382201849,,[0.46252848],
3.0100000000000002,238.90229592451544,,[0.46735535],
3.02,234.38666762207137,,[0.47192809],
3.0300000000000002,229.4068060193799,,[0.47601484],
3.04,223.95412321564422,,[0.47939303],
3.0500000000000003,218.05459053425386,,[0.48237474],
3.06,211.6549656007411,,[0.48478924],
3.0700000000000003,204.8958662392321,,[0.48669578],
3.08,197.7833405085877,,[0.48786302],
3.09,190.32889746022187,,[0.48855818],
3.1,182.64645647596356,,[0.4895168],
3.11,174.4706426825241,,[0.49016188],
3.12,166.25385328265767,,[0.49022612],
3.13,157.62976484467907,,[0.48974155],
3.14,149.13201768592896,,[0.48869923],
3.15,140.39400829985553,,[0.48709306],
3.16,131.65787486806454,,[0.4848954],
3.17,122.98821858987098,,[0.48201248],
3.18,114.11944813346983,,[0.47862173],
3.19,105.47958061055256,,[0.47477578],
3.2,96.98120436519189,,[0.47050327],
3.21,88.57659600820038,,[0.46580474],
3.22,80.32433972941715,,[0.46095238],
3.23,72.33615106043888,,[0.45583141],
3.24,64.59067892000337,,[0.45036132],
3.25,57.09336304700265,,[0.44500767],
3.2600000000000002,49.76139683325342,,[0.43941052],
3.27,42.97919275310184,,[0.43330775],
3.2800000000000002,36.62343302215556,,[0.42682631],
3.29,30.754053318243557,,[0.41999617],
3.3000000000000003,25.32156773874559,,[0.41283361],
3.31,20.305136130985293,,[0.40547793],
3.3200000000000003,15.824740046900049,,[0.39724589],
3.33,11.896235322128021,,[0.38893965],
3.34,8.448811974267231,,[0.38081119],
3.35,5.62154888493281,,[0.37286708],
3.36,3.3628852019032376,,[0.36495175],
3.37,1.6625006289542479,,[0.35703449],
3.38,0.5587260605390523,,[0.34914405],
3.39,0.041415271277038535,,[0.34167135],
3.4,0.11502053264988099,,[0.33411987],
3.41,0.7789890560033502,,[0.32669685],
3.42,2.0283872638752367,,[0.31978854],
3.43,3.9077687798868923,,[0.31575509],
3.44,6.322407227516417,,[0.31091354],
3.45,9.300623751019543,,[0.30536945],
3.46,12.817158361490566,,[0.30000672],
3.47,16.875174630382933,,[0.29493634],
3.48,21.45537703454396,,[0.2901916],
3.49,26.52541731188306,,[0.28579068],
3.5,32.05992072281543,,[0.28187894],
3.5100000000000002,38.025908108749064,,[0.27833377],
3.52,44.44587124729143,,[0.27518877],
3.5300000000000002,51.32790933255503,,[0.27250472],
3.54,58.42316427998376,,[0.27029963],
3.5500000000000003,65.86534479723385,,[0.26857846],
3.56,73.66847363657361,,[0.26735277],
3.5700000000000003,81.63654975127267,,[0.26661596],
3.58,89.86008947076185,,[0.26642762],
3.59,98.24807642928023,,[0.26749904],
3.6,106.73792536365323,,[0.26834702],
3.61,115.34062864712472,,[0.26966693],
3.62,124.04506756062158,,[0.27148238],
3.63,132.7055561180809,,[0.27379239],
3.64,141.42993215148067,,[0.27658606],
3.65,112.94201059424081,,[0.27985944],
3.66,104.27133069966105,,[0.28213853],
3.67,95.74341696797174,,[0.2834434],
3.68,87.38698882799558,,[0.28411704],
3.69,79.2435663712785,,[0.28415129],
3.7,71.21110986788892,,[0.28363293],
3.71,63.46757922960457,,[0.28260414],
3.72,56.174992829377786,,[0.28100666],
3.73,49.018227050677375,,[0.27895524],
3.74,42.25832806559494,,[0.27668991],
3.75,35.933947297982876,,[0.27440684],
3.7600000000000002,29.875169826215018,,[0.27156341],
3.77,24.140755781637406,,[0.26828315],
3.7800000000000002,19.017291299709324,,[0.26467637],
3.79,14.473994826353476,,[0.26080533],
3.8000000000000003,10.413755104212663,,[0.25659058],
3.81,7.0905547669303575,,[0.25223411],
3.8200000000000003,4.33449356387548,,[0.247605],
3.83,2.2801112972593383,,[0.24339717],
3.84,0.9261524886522232,,[0.23901627],
3.85,0.17210993692284376,,[0.23449807],
3.86,0.022528151882650893,,[0.23004515],
3.87,0.5114364594064186,,[0.2256606],
3.88,1.6681313829485975,,[0.2213922],
3.89,3.393020056978175,,[0.21728043],
3.9,5.732971108042836,,[0.21334008],
3.91,8.670696608910331,,[0.20962545],
3.92,12.238752061827018,,[0.20616121],
3.93,16.484540751661125,,[0.20297787],
3.94,21.24123823194904,,[0.2001106],
3.95,26.29844102879769,,[0.1975068],
3.96,31.947542571704027,,[0.19526552],
3.97,37.95341110751432,,[0.19339026],
3.98,44.39385827029573,,[0.19246603],
3.99,51.19242435917285,,[0.19174711],
4.0,58.30360628657377,,[0.19122041],
4.01,65.76371330706482,,[0.19127763],
4.0200000000000005,73.59628475691348,,[0.19160144],
4.03,81.55832386587362,,[0.19238095],
4.04,89.7128508574645,,[0.19428734],
4.05,98.06276296482389,,[0.19693027],
4.0600000000000005,106.59660157109306,,[0.19951989],
4.07,115.65076345895925,,[0.2023121],
4.08,124.42235676092062,,[0.2054788],
4.09,133.3776166625799,,[0.20905144],
4.1,142.1308507864551,,[0.21313289],
4.11,150.69880811399528,,[0.21768983],
4.12,159.30116097180138,,[0.22269189],
4.13,167.67972338292785,,[0.22812498],
4.14,175.95348702172294,,[0.23396201],
4.15,184.0052388700781,,[0.24022614],
4.16,191.67176851150765,,[0.2468403],
4.17,199.02688897110556,,[0.25379709],
4.18,206.07476472270747,,[0.26107076],
4.19,213.05652277941434,,[0.26866956],
4.2,219.83886900950878,,[0.27651106],
4.21,225.58996645896124,,[0.28461428],
4.22,230.9019474056879,,[0.29291485],
4.23,235.9004372057403,,[0.30149743],
4.24,240.46548819661038,,[0.31014372],
4.25,244.24820998412363,,[0.31885711],
4.26,247.46279750577824,,[0.32764109],
4.2700000000000005,250.13260347142938,,[0.33644912],
4.28,252.22291082335786,,[0.34525415],
4.29,253.73183069834852,,[0.35414644],
4.3,254.65997736980606,,[0.36287623],
4.3100000000000005,254.9982644941566,,[0.37162285],
4.32,254.7405282963522,,[0.38019772],
4.33,253.88989747467446,,[0.3884157],
4.34,252.45552210276236,,[0.39643279],
4.3500000000000005,250.43802637573515,,[0.40419832],
4.36,247.8628942334971,,[0.41168256],
4.37,244.7336968197136,,[0.41885739],
4.38,241.03447205593548,,[0.42569579],
4.39,236.83171498769892,,[0.43217051],
4.4,232.11507375033278,,[0.43825891],
4.41,226.89559511638026,,[0.44393848],
4.42,221.1707848597802,,[0.44918713],
4.43,214.96260988227846,,[0.45398347],
4.44,208.24819988753077,,[0.45831693],
4.45,201.1216846355328,,[0.46231912],
4.46,193.66026305419365,,[0.46579391],
4.47,186.02668439738576,,[0.46867318],
4.48,177.98613307343797,,[0.47079499],
4.49,169.89515078133192,,[0.47252042],
4.5,161.62606444015216,,[0.47369128],
4.51,153.12531173981006,,[0.47447312],
4.5200000000000005,144.55229101861107,,[0.47466169],
4.53,135.8643107625733,,[0.47430327],
4.54,127.09011774382378,,[0.47339665],
4.55,118.40683471482461,,[0.4719505],
4.5600000000000005,109.74876352517504,,[0.46997899],
4.57,101.18131585793851,,[0.46757155],
4.58,92.74206352882885,,[0.46472071],
4.59,84.4622123498787,,[0.46139847],
4.6000000000000005,76.39685930093707,,[0.45762404],
4.61,68.4113584772781,,[0.45339798],
4.62,60.81819214828679,,[0.44878453],
4.63,53.491938580696846,,[0.4437924],
4.64,46.519516197330965,,[0.43844528],
4.65,39.999874228210516,,[0.43285041],
4.66,33.82169999520163,,[0.42692205],
4.67,28.138985682380532,,[0.42074717],
4.68,22.8891844806064,,[0.41435826],
4.69,18.152664050668115,,[0.40771596],
4.7,13.946326239337408,,[0.40084177],
4.71,10.241013268908462,,[0.39384842],
4.72,7.094951904346958,,[0.38676565],
4.73,4.5104699739242085,,[0.37990042],
4.74,2.4956203822631595,,[0.37287404],
4.75,1.064702251846067,,[0.36579702],
4.76,0.23500031432728413,,[0.35874881],
4.7700000000000005,0.004208788372284111,,[0.35212822],
4.78,0.3742412344824045,,[0.34542453],
4.79,1.348617912004873,,[0.33878673],
4.8,2.91171912748659,,[0.33233077],
4.8100000000000005,5.061613006628434,,[0.32602686],
4.82,7.828884970331854,,[0.31996103],
4.83,11.113771000874669,,[0.31435518],
4.84,14.966116523676895,,[0.30891086],
4.8500000000000005,19.32349109962663,,[0.30390836],
4.86,24.166707222792652,,[0.29920412],
4.87,29.735382084224195,,[0.29514317],
4.88,35.69278803998439,,[0.29137059],
4.89,41.91926440154408,,[0.28781034],
4.9,48.58079181296134,,[0.28475195],
4.91,55.56950138825764,,[0.2821383],
4.92,62.873920539102414,,[0.28017321],
4.93,70.50867449032462,,[0.278646],
4.94,78.36820457800343,,[0.27757238],
4.95,86.60805657294945,,[0.27701461],
4.96,94.88200958119575,,[0.27693582],
4.97,103.64455281277698,,[0.2773146],
4.98,112.22063353917736,,[0.27818408],
4.99,120.87437975940297,,[0.27958481],
5.0,129.66887531104206,,[0.28151495],
5.01,138.38967997779574,,[0.28396924],
5.0200000000000005,147.1028133135159,,[0.28691803],
5.03,155.69345325858424,,[0.29054774],
5.04,164.12710497156763,,[0.29451891],
5.05,172.3305959826909,,[0.29886668],
5.0600000000000005,180.37865649511994,,[0.30360794],
5.07,188.12696804554943,,[0.30874093],
5.08,195.64344080490963,,[0.31428658],
5.09,202.8307998936415,,[0.32017279],
5.1000000000000005,209.66785175652657,,[0.32637189],
5.11,216.11740817442876,,[0.33287059],
5.12,222.16087102130268,,[0.33965123],
5.13,227.7883739013479,,[0.34666951],
5.14,233.06042761194,,[0.35388069],
5.15,237.666540030922,,[0.36128139],
5.16,241.7732499149607,,[0.36880385],
5.17,245.5646400699969,,[0.3764298],
5.18,248.60928321294355,,[0.38432532],
5.19,251.0370923264386,,[0.39211962],
5.2,252.89938594819685,,[0.39988112],
5.21,254.17487774636098,,[0.40757633],
5.22,254.86937242495674,,[0.41520488],
5.23,254.96395726934458,,[0.42274688],
5.24,254.43887796694534,,[0.43014281],
5.25,253.29415088848708,,[0.43739394],
5.26,251.57293073408874,,[0.44442346],
5.2700000000000005,249.27919790549265,,[0.45120624],
5.28,246.28035936241577,,[0.45771362],
5.29,242.82738436812508,,[0.46390352],
5.3,238.8675341315809,,[0.46976236],
5.3100000000000005,234.34833289671997,,[0.47526096],
5.32,229.25347937287333,,[0.48039332],
5.33,223.6229767465722,,[0.48511246],
5.34,20.359150431947466,,[0.48944059],
5.3500000000000005,247.20330678409414,,[0.49276916],
5.36,94.30443883614477,,[0.49702497],
5.37,36.81857281868744,,[0.50027022],
5.38,248.74678534256455,,[0.50247445],
5.39,100.77049907070612,,[0.50566454],
5.4,32.59691274336565,,[0.50784769],
5.41,248.32259295572672,,[0.50903364],
5.42,120.89669650202845,,[0.51117947],
5.43,17.556224263099214,,[0.51233273],
5.44,230.31661709168316,,[0.51260525],
5.45,141.00571834650614,,[0.51389141],
5.46,12.220794410684608,,[0.51423628],
5.47,237.78107028390855,,[0.51359779],
5.48,126.92509620899929,,[0.51402701],
5.49,14.185183810617705,,[0.51352705],
5.5,227.18717154043367,,[0.51208973],
5.51,138.40433305666366,,[0.51165686],
5.5200000000000005,10.082158404884805,,[0.51033763],
5.53,218.34239839551748,,[0.50812254],
5.54,145.3130825979471,,[0.50693404],
5.55,8.941251052231637,,[0.50595082],
5.5600000000000005,231.53091568356612,,[0.50405689],
5.57,133.58939147727318,,[0.50318638],
5.58,17.19478228665917,,[0.50157474],
5.59,242.21145388099683,,[0.4990854],
5.6000000000000005,92.23627367844915,,[0.4976367],
5.61,12.553052230502532,,[0.49530723],
5.62,199.04064413078314,,[0.4920863],
5.63,207.18986336454765,,[0.48991604],
5.64,6.79109046111195,,[0.48878226],
5.65,122.186430705986,,[0.48674743],
5.66,249.67466429405854,,[0.48476276],
5.67,72.37455392582267,,[0.48380125],
5.68,25.30923095230026,,[0.48191506],
5.69,223.1987505627573,,[0.47913618],
5.7,190.3745967532476,,[0.47739913],
5.71,10.462346441517091,,[0.47669107],
5.72,103.87856349722057,,[0.4750721],
5.73,253.98430655763875,,[0.47254303],
5.74,49.81060763384368,,[0.47104848],
5.75,74.45420506668022,,[0.46863643],
5.76,254.94724379356828,,[0.46531659],
5.7700000000000005,56.39013447209498,,[0.46311588],
5.78,56.49480153523067,,[0.46005964],
5.79,254.79745585293492,,[0.45610452],
5.8,72.12341104097446,,[0.45328519],
5.8100000000000005,37.88192219240402,,[0.44959372],
5.82,240.99115744560112,,[0.44505278],
5.83,121.69984740476235,,[0.44162464],
5.84,17.364240436433203,,[0.43926005],
5.8500000000000005,241.15209270983493,,[0.43605093],
5.86,108.27340768405426,,[0.43390915],
5.87,23.319340765061707,,[0.43208289],
5.88,232.25768135983495,,[0.42937559],
5.89,137.26440051882312,,[0.42768867],
5.9,18.632536207216,,[0.42705939],
5.91,233.55734614739055,,[0.42560757],
5.92,136.59259374843546,,[0.42516823],
5.93,17.0709393557669,,[0.42530138],
5.94,226.90480554283613,,[0.42437708],
5.95,148.8966930016122,,[0.42446717],
5.96,7.25108225893907,,[0.4253079],
5.97,223.49575208775263,,[0.42524911],
5.98,151.8785254237935,,[0.42619748],
5.99,2.236164519097383,,[0.42726839],
6.0,206.34463013202432,,[0.42741884],
6.01,187.06387578647224,,[0.42852536],
6.0200000000000005,0.006870410483228451,,[0.43057213],
6.03,171.96079691261215,,[0.43164592],
6.04,222.49690595315565,,[0.43365327],
6.05,4.956969726015579,,[0.43657845],
6.0600000000000005,147.66955075143545,,[0.43845721],
6.07,237.43207082077828,,[0.43930637],
6.08,17.295308138501785,,[0.44108654],
6.09,121.844859778057,,[0.44186967],
6.1000000000000005,243.0522337484467,,[0.44167582],
6.11,29.642511604099763,,[0.44244766],
6.12,88.76889264007691,,[0.44225317],
6.13,254.1899726045498,,[0.44110884],
6.140000000000001,70.75022094506772,,[0.44098068],
6.15,35.2390050674175,,[0.4399555],
6.16,242.81703885366622,,[0.43812732],
6.17,145.43127811496544,,[0.43737512],
6.18,3.2388368300731445,,[0.43766077],
6.19,214.102957055271,,[0.43704257],
6.2,181.32234977281547,,[0.43742896],
6.21,1.4982693122338544,,[0.43881239],
6.22,149.02396595920155,,[0.43925682],
6.23,228.00371038478602,,[0.43984082],
6.24,7.811168266235083,,[0.44140036],
6.25,132.92577681529923,,[0.44203761],
6.26,239.13376220799722,,[0.44170813],
6.2700000000000005,36.86221964010264,,[0.44243719],
6.28,89.74732930583349,,[0.44221342],
6.29,254.53516882672682,,[0.44112551],
6.3,70.46442718100222,,[0.44103441],
6.3100000000000005,58.06122484290882,,[0.43999037],
6.32,254.96940189753403,,[0.43802707],
6.33,98.68959626729077,,[0.43707813],
6.34,22.262966100448274,,[0.43520849],
6.3500000000000005,233.4479210815057,,[0.43245083],
6.36,139.09951798048453,,[0.43073253],
6.37,5.140449167223957,,[0.43011422],
6.38,210.1141779781738,,[0.42864379],
6.390000000000001,176.4133395684455,,[0.42819678],
6.4,0.26908303812655937,,[0.42875447],
6.41,187.9617349022109,,[0.4284511],
6.42,203.20506288376458,,[0.42913037],
